timestamp_epoch_s,VNYMR,SensorID,MCUtime,Yaw,Pitch,Roll,MagX,MagY,MagZ,AccX,AccY,AccZ,GyrX,GyrY,GyrZ
1764267061.342221,$VNYMR,3,255259840,0,0,0,-0.172,-0.190,-0.405,-1.710,10.300,16.560,3.905,-1.521,2.433
1764267061.3963394,$VNYMR,1,255314806,0,0,0,-0.602,0.147,-0.451,3.455,-19.600,4.688,-5.004,-1.096,5.004
1764267061.4501646,$VNYMR,2,255368898,0,0,0,-0.299,-0.315,-0.384,2.084,5.751,12.718,0.038,1.776,-3.129
1764267061.5075424,$VNYMR,3,255425565,0,0,0,-0.219,-0.212,-0.385,-0.180,19.590,17.950,0.276,1.524,-2.765
1764267061.5624738,$VNYMR,1,255480868,0,0,0,-0.458,-0.196,-0.142,-5.844,8.524,16.276,-1.910,1.074,5.004
1764267061.615919,$VNYMR,2,255535114,0,0,0,-0.350,-0.243,-0.342,3.928,-19.600,4.447,-1.949,0.402,0.286
1764267061.6727848,$VNYMR,3,255591046,0,0,0,-0.227,-0.212,-0.385,4.240,-29.970,3.780,-1.657,0.845,-2.152
1764267061.7323496,$VNYMR,1,255650044,0,0,0,-0.310,-0.210,-0.076,-19.600,18.907,-13.470,-4.996,-0.829,-1.561
1764267061.7861896,$VNYMR,2,255704921,0,0,0,-0.331,-0.253,-0.381,-1.399,-15.464,3.195,-0.756,-1.858,2.711
1764267061.8435748,$VNYMR,3,255761481,0,0,0,-0.205,-0.194,-0.405,0.360,-23.980,-1.690,-0.007,-0.219,0.792
1764267061.8979661,$VNYMR,1,255816161,0,0,0,-0.452,-0.196,-0.069,-18.352,5.692,0.185,5.004,-0.690,-0.219
1764267061.9523444,$VNYMR,2,255870565,0,0,0,-0.319,-0.238,-0.390,0.628,15.372,14.562,0.649,-0.812,0.700
1764267062.010192,$VNYMR,3,255927795,0,0,0,-0.183,-0.168,-0.409,0.440,16.130,15.240,-0.157,-2.250,2.342
1764267062.0650437,$VNYMR,1,255983113,0,0,0,-0.633,0.099,-0.436,6.911,-19.600,9.884,-5.004,1.269,5.004
1764267062.120783,$VNYMR,2,256037919,0,0,0,-0.308,-0.219,-0.406,2.586,7.689,15.568,-0.221,1.616,-2.498
1764267062.1772032,$VNYMR,3,256095889,0,0,0,-0.227,-0.139,-0.405,1.290,15.710,18.310,-0.167,0.543,-0.849
1764267062.232598,$VNYMR,1,256149770,0,0,0,-0.498,-0.114,-0.243,-1.062,-2.498,4.030,-1.332,-1.217,4.281
1764267062.286561,$VNYMR,2,256205166,0,0,0,-0.397,-0.163,-0.380,4.702,-11.517,1.790,-2.149,-1.458,-0.517
1764267062.3444042,$VNYMR,3,256262127,0,0,0,-0.274,-0.102,-0.397,4.710,-6.500,-1.390,-1.872,0.361,-1.377
